year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral
"2,018",June 15,World Cup,Iran,Morocco,"1,790","1,733",1,0,in Russia,1
"2,018",June 15,World Cup,Spain,Portugal,"2,044","1,969",3,3,in Russia,1
"2,018",June 15,World Cup,Uruguay,Egypt,"1,893","1,644",1,0,in Russia,1
"2,018",June 16,World Cup,Argentina,Iceland,"1,985","1,765",1,1,in Russia,1
"2,018",June 16,World Cup,Croatia,Nigeria,"1,853","1,684",2,0,in Russia,1
"2,018",June 16,World Cup,Peru,Denmark,"1,916","1,856",0,1,in Russia,1
"2,018",June 16,World Cup,France,Australia,"1,986","1,741",2,1,in Russia,1
"2,018",June 17,World Cup,Brazil,Switzerland,"2,141","1,889",1,1,in Russia,1
"2,018",June 17,World Cup,Germany,Mexico,"2,077","1,850",0,1,in Russia,1
"2,018",June 17,World Cup,Serbia,Costa Rica,"1,778","1,743",1,0,in Russia,1
"2,018",June 18,World Cup,Belgium,Panama,"1,938","1,658",3,0,in Russia,1
"2,018",June 18,World Cup,England,Tunisia,"1,948","1,656",2,1,in Russia,1
"2,018",June 18,World Cup,Sweden,South Korea,"1,795","1,713",1,0,in Russia,1
"2,018",June 19,World Cup,Colombia,Japan,"1,927","1,684",1,2,in Russia,1
"2,018",June 19,World Cup,Russia,Egypt,"1,708","1,632",3,1,in Russia,0
"2,018",June 19,World Cup,Poland,Senegal,"1,831","1,750",1,2,in Russia,1
"2,018",June 20,World Cup,Portugal,Morocco,"1,975","1,708",1,0,in Russia,1
"2,018",June 20,World Cup,Spain,Iran,"2,038","1,815",1,0,in Russia,1
"2,018",June 20,World Cup,Uruguay,Saudi Arabia,"1,905","1,555",1,0,in Russia,1
"2,018",June 21,World Cup,Denmark,Australia,"1,891","1,729",1,1,in Russia,1
"2,018",June 21,World Cup,Argentina,Croatia,"1,968","1,878",0,3,in Russia,1
"2,018",June 21,World Cup,France,Peru,"1,998","1,881",1,0,in Russia,1
"2,018",June 22,World Cup,Brazil,Costa Rica,"2,122","1,716",2,0,in Russia,1
"2,018",June 22,World Cup,Iceland,Nigeria,"1,782","1,659",0,2,in Russia,1
"2,018",June 22,World Cup,Switzerland,Serbia,"1,908","1,805",2,1,in Russia,1
"2,018",June 23,World Cup,Belgium,Tunisia,"1,955","1,647",5,2,in Russia,1
"2,018",June 23,World Cup,Germany,Sweden,"2,030","1,818",2,1,in Russia,1
"2,018",June 23,World Cup,Mexico,South Korea,"1,897","1,690",2,1,in Russia,1
"2,018",June 24,World Cup,Colombia,Poland,"1,879","1,794",3,0,in Russia,1
"2,018",June 24,World Cup,England,Panama,"1,957","1,641",6,1,in Russia,1
"2,018",June 24,World Cup,Senegal,Japan,"1,787","1,732",2,2,in Russia,1
"2,018",June 25,World Cup,Spain,Morocco,"2,051","1,697",2,2,in Russia,1
"2,018",June 25,World Cup,Portugal,Iran,"1,986","1,802",1,1,in Russia,1
"2,018",June 25,World Cup,Russia,Uruguay,"1,732","1,912",0,3,in Russia,0
"2,018",June 25,World Cup,Egypt,Saudi Arabia,"1,608","1,548",1,2,in Russia,1
"2,018",June 26,World Cup,Argentina,Nigeria,"1,902","1,719",2,1,in Russia,1
"2,018",June 26,World Cup,Croatia,Iceland,"1,944","1,722",2,1,in Russia,1
"2,018",June 26,World Cup,France,Denmark,"2,018","1,878",0,0,in Russia,1
"2,018",June 26,World Cup,Peru,Australia,"1,861","1,742",2,0,in Russia,1
"2,018",June 27,World Cup,Brazil,Serbia,"2,130","1,784",2,0,in Russia,1
"2,018",June 27,World Cup,Switzerland,Costa Rica,"1,929","1,708",2,2,in Russia,1
"2,018",June 27,World Cup,Germany,South Korea,"2,044","1,676",0,2,in Russia,1
"2,018",June 27,World Cup,Mexico,Sweden,"1,911","1,804",0,3,in Russia,1
"2,018",June 28,World Cup,England,Belgium,"1,974","1,970",0,1,in Russia,1
"2,018",June 28,World Cup,Colombia,Senegal,"1,919","1,782",1,0,in Russia,1
"2,018",June 28,World Cup,Poland,Japan,"1,754","1,737",1,0,in Russia,1
"2,018",June 28,World Cup,Tunisia,Panama,"1,632","1,624",2,1,in Russia,1
"2,018",June 30,World Cup,France,Argentina,"2,007","1,918",4,3,in Russia,1
"2,018",June 30,World Cup,Portugal,Uruguay,"1,971","1,953",1,2,in Russia,1
"2,018",July 1,World Cup,Croatia,Denmark,"1,957","1,889",1,1,in Russia,1
"2,018",July 1,World Cup,Russia,Spain,"1,691","2,028",1,1,in Russia,0
"2,018",July 2,World Cup,Belgium,Japan,"2,000","1,708",3,2,in Russia,1
"2,018",July 2,World Cup,Brazil,Mexico,"2,141","1,843",2,0,in Russia,1
"2,018",July 3,World Cup,England,Colombia,"1,944","1,938",1,1,in Russia,1
"2,018",July 3,World Cup,Switzerland,Sweden,"1,912","1,872",0,1,in Russia,1
"2,018",July 5,Friendly,Malaysia,Fiji,"1,053","1,245",1,0,in Malaysia,0
"2,018",July 6,World Cup,Brazil,Belgium,"2,155","2,009",1,2,in Russia,1
"2,018",July 6,World Cup,France,Uruguay,"2,029","1,985",2,0,in Russia,1
"2,018",July 7,World Cup,England,Sweden,"1,943","1,905",2,0,in Russia,1
"2,018",July 7,World Cup,Russia,Croatia,"1,709","1,951",2,2,in Russia,0
"2,018",July 10,World Cup,France,Belgium,"2,068","2,051",1,0,in Russia,1
"2,018",July 11,World Cup,England,Croatia,"1,983","1,939",1,2,in Russia,1
"2,018",July 14,World Cup,Belgium,England,"2,022","1,949",2,0,in Russia,1
"2,018",July 15,World Cup,France,Croatia,"2,097","1,973",4,2,in Russia,1
"2,018",July 22,Friendly,Liberia,Sierra Leone,"1,309","1,378",0,0,in Liberia,0
"2,018",July 25,Friendly,Sint Maarten,British Virgin Islands,869,607,2,3,in Sint Maarten,0
"2,018",July 27,Friendly,Saint Martin,British Virgin Islands,849,625,0,0,in Saint Barthélemy,1
"2,018",July 27,Friendly,Saint Barthélemy,Anguilla,731,560,1,2,in Saint Barthélemy,0
"2,018",July 28,Friendly,Saint Barthélemy,British Virgin Islands,714,631,3,4,in Saint Barthélemy,0
"2,018",July 28,Friendly,Saint Martin,Anguilla,843,577,5,1,in Saint Barthélemy,1
"2,018",August 4,Friendly,Belize,Barbados,"1,171","1,134",1,0,in Belize,0
"2,018",August 4,Friendly,Palestine,Iraq,"1,390","1,551",0,3,in Palestine,0
"2,018",August 11,Friendly,Guadeloupe,Dominica,"1,241","1,011",0,0,in Guadeloupe,0
"2,018",August 15,Friendly,Guatemala,Cuba,"1,510","1,298",3,0,in Guatemala,0
"2,018",August 17,Friendly,Grenada,Jamaica,"1,101","1,574",1,5,in Grenada,0
"2,018",August 18,Friendly,United Arab Emirates,Andorra,"1,531","1,034",0,0,in Austria,1
"2,018",August 18,Friendly,French Guiana,Suriname,"1,376","1,244",0,4,in French Guiana,0
"2,018",August 18,Friendly,Guatemala,Cuba,"1,515","1,293",1,0,in Guatemala,0
"2,018",August 19,Friendly,Afghanistan,Palestine,"1,155","1,376",0,0,in Afghanistan,0
"2,018",August 20,Friendly,Barbados,Jamaica,"1,128","1,578",2,2,in Barbados,0
"2,018",August 22,Friendly,Sint Maarten,Anguilla,851,570,1,1,in Sint Maarten,0
"2,018",August 26,Friendly,Anguilla,Saint Martin,578,850,1,2,in Anguilla,0
"2,018",August 26,Friendly,Barbados,Cuba,"1,136","1,290",0,0,in Barbados,0
"2,018",August 26,Friendly,Lesotho,Eswatini,"1,314","1,265",1,0,in Lesotho,0
"2,018",August 27,Friendly,Lesotho,Eswatini,"1,320","1,259",2,0,in Lesotho,0
"2,018",August 29,Friendly,Bangladesh,Sri Lanka,805,690,0,1,in Bangladesh,0
"2,018",August 29,Friendly,Barbados,Cuba,"1,138","1,288",0,2,in Barbados,0
"2,018",August 29,Friendly,Macao,Solomon Islands,674,"1,199",1,4,in Macao,0
"2,018",September 1,Southeast Asian Championship qualifier,East Timor,Brunei,635,626,3,1,in Malaysia,1
"2,018",September 2,Friendly,Ethiopia,Burundi,"1,277","1,317",1,1,in Ethiopia,0
"2,018",September 2,East Asian Championship qualifier,Guam,Northern Mariana Islands,833,411,4,0,in Mongolia,1
"2,018",September 2,East Asian Championship qualifier,Mongolia,Macao,658,671,4,1,in Mongolia,0
"2,018",September 4,South Asian Championship,Bangladesh,Bhutan,789,583,2,0,in Bangladesh,0
"2,018",September 4,East Asian Championship qualifier,Guam,Macao,839,645,0,2,in Mongolia,1
"2,018",September 4,East Asian Championship qualifier,Mongolia,Northern Mariana Islands,684,405,9,0,in Mongolia,0
"2,018",September 4,South Asian Championship,Pakistan,Nepal,949,896,2,1,in Bangladesh,1
"2,018",September 5,Friendly,Fiji,Solomon Islands,"1,232","1,202",1,1,in Fiji,0
"2,018",September 5,South Asian Championship,India,Sri Lanka,"1,216",706,2,0,in Bangladesh,1
"2,018",September 5,Friendly,Slovakia,Denmark,"1,752","1,895",3,0,in Slovakia,0
"2,018",September 6,European Nations League D,Armenia,Liechtenstein,"1,454","1,143",2,1,in Armenia,0
"2,018",September 6,Friendly,Austria,Sweden,"1,741","1,865",2,0,in Austria,0
"2,018",September 6,Friendly,Bahrain,Philippines,"1,415","1,186",1,1,in Bahrain,0
"2,018",September 6,South Asian Championship,Bangladesh,Pakistan,798,966,1,0,in Bangladesh,0
"2,018",September 6,European Nations League B,Czechia,Ukraine,"1,713","1,751",1,2,in Czechia,0
"2,018",September 6,CONCACAF Nations League qualifier,Suriname,Dominica,"1,274","1,018",0,0,in Guadeloupe,1
"2,018",September 6,European Nations League A,Germany,France,"1,964","2,127",0,0,in Germany,0
"2,018",September 6,European Nations League D,Gibraltar,Macedonia,"1,094","1,517",0,2,in Gibraltar,0
"2,018",September 6,CONCACAF Nations League qualifier,Guyana,Barbados,"1,189","1,125",2,2,in Guyana,0
"2,018",September 6,Friendly,Jordan,Lebanon,"1,475","1,453",0,1,in Jordan,0
"2,018",September 6,European Nations League D,Kazakhstan,Georgia,"1,369","1,495",0,2,in Kazakhstan,0
"2,018",September 6,Friendly,Kyrgyzstan,Palestine,"1,237","1,373",1,1,in Kyrgyzstan,0
"2,018",September 6,European Nations League D,Latvia,Andorra,"1,348","1,043",0,0,in Latvia,0
"2,018",September 6,East Asian Championship qualifier,Macao,Northern Mariana Islands,690,395,1,1,in Mongolia,1
"2,018",September 6,East Asian Championship qualifier,Mongolia,Guam,694,794,1,1,in Mongolia,0
"2,018",September 6,South Asian Championship,Nepal,Bhutan,879,574,4,0,in Bangladesh,1
"2,018",September 6,Friendly,Netherlands,Peru,"1,907","1,891",2,1,in the Netherlands,0
"2,018",September 6,European Nations League C,Norway,Cyprus,"1,639","1,403",2,0,in Norway,0
"2,018",September 6,Friendly,Portugal,Croatia,"1,939","1,943",1,1,in Portugal,0
"2,018",September 6,European Nations League C,Slovenia,Bulgaria,"1,626","1,614",1,2,in Slovenia,0
"2,018",September 6,Friendly,United Arab Emirates,Trinidad and Tobago,"1,522","1,424",0,2,in Spain,1
"2,018",September 6,Friendly,Uzbekistan,Syria,"1,600","1,607",1,1,in Uzbekistan,0
"2,018",September 6,European Nations League B,Wales,Ireland,"1,777","1,728",4,1,in Wales,0
"2,018",September 7,European Nations League C,Albania,Israel,"1,560","1,526",1,0,in Albania,0
"2,018",September 7,CONCACAF Nations League qualifier,Anguilla,French Guiana,573,"1,346",0,5,in Anguilla,0
"2,018",September 7,CONCACAF Nations League qualifier,Antigua and Barbuda,Saint Lucia,"1,206","1,097",0,3,in Antigua and Barbuda,0
"2,018",September 7,Friendly,Argentina,Guatemala,"1,896","1,518",3,0,in the United States,1
"2,018",September 7,European Nations League D,Azerbaijan,Kosovo,"1,403","1,430",0,0,in Azerbaijan,0
"2,018",September 7,CONCACAF Nations League qualifier,Belize,Bahamas,"1,177",905,4,0,in Belize,0
"2,018",September 7,Friendly,Colombia,Venezuela,"1,939","1,738",2,1,in the United States,1
"2,018",September 7,Friendly,Ecuador,Jamaica,"1,747","1,570",2,0,in the United States,1
"2,018",September 7,European Nations League D,Faroe Islands,Malta,"1,293","1,205",3,1,in the Faroe Islands,0
"2,018",September 7,European Nations League A,Italy,Poland,"1,891","1,783",1,1,in Italy,0
"2,018",September 7,European Nations League C,Lithuania,Serbia,"1,391","1,773",0,1,in Lithuania,0
"2,018",September 7,South Asian Championship,Maldives,Sri Lanka,942,703,0,0,in Bangladesh,1
"2,018",September 7,Friendly,Qatar,China,"1,492","1,535",1,0,in Qatar,0
"2,018",September 7,European Nations League C,Romania,Montenegro,"1,727","1,597",0,0,in Romania,0
"2,018",September 7,Friendly,Scotland,Belgium,"1,710","2,058",0,4,in Scotland,0
"2,018",September 7,Friendly,Singapore,Mauritius,"1,043","1,074",1,1,in Singapore,0
"2,018",September 7,Friendly,South Korea,Costa Rica,"1,756","1,725",2,0,in South Korea,0
"2,018",September 7,Friendly,Taiwan,Malaysia,977,"1,066",2,0,in Taiwan,0
"2,018",September 7,European Nations League B,Turkey,Russia,"1,728","1,721",1,2,in Turkey,0
"2,018",September 7,Friendly,Uruguay,Mexico,"1,946","1,829",4,1,in the United States,1
"2,018",September 7,Friendly,United States,Brazil,"1,763","2,113",0,2,in the United States,0
"2,018",September 8,South Asian Championship,Bangladesh,Nepal,822,890,0,2,in Bangladesh,0
"2,018",September 8,European Nations League D,Belarus,San Marino,"1,521",853,5,0,in Belarus,0
"2,018",September 8,Southeast Asian Championship qualifier,Brunei,East Timor,597,664,1,0,in Brunei,0
"2,018",September 8,African Nations Cup qualifier,Comoros,Cameroon,"1,025","1,643",1,1,in the Comoros,0
"2,018",September 8,CONCACAF Nations League qualifier,Cuba,Turks and Caicos Islands,"1,301",762,11,0,in Cuba,0
"2,018",September 8,African Nations Cup qualifier,Egypt,Niger,"1,573","1,309",6,0,in Egypt,0
"2,018",September 8,European Nations League A,England,Spain,"1,913","2,010",1,2,in England,0
"2,018",September 8,African Nations Cup qualifier,Equatorial Guinea,Sudan,"1,326","1,245",1,0,in Equatorial Guinea,0
"2,018",September 8,European Nations League C,Estonia,Greece,"1,488","1,645",0,1,in Estonia,0
"2,018",September 8,European Nations League C,Finland,Hungary,"1,605","1,576",1,0,in Finland,0
"2,018",September 8,African Nations Cup qualifier,Gabon,Burundi,"1,439","1,319",1,1,in Gabon,0
"2,018",September 8,African Nations Cup qualifier,Gambia,Algeria,"1,276","1,508",1,1,in The Gambia,0
"2,018",September 8,African Nations Cup qualifier,Kenya,Ghana,"1,331","1,645",1,0,in Kenya,0
"2,018",September 8,European Nations League D,Luxembourg,Moldova,"1,344","1,328",4,0,in Luxembourg,0
"2,018",September 8,African Nations Cup qualifier,Mauritania,Burkina Faso,"1,320","1,599",2,0,in Mauritania,0
"2,018",September 8,CONCACAF Nations League qualifier,Montserrat,El Salvador,645,"1,471",1,2,in Montserrat,0
"2,018",September 8,African Nations Cup qualifier,Morocco,Malawi,"1,720","1,278",3,0,in Morocco,0
"2,018",September 8,African Nations Cup qualifier,Mozambique,Guinea-Bissau,"1,315","1,277",2,2,in Mozambique,0
"2,018",September 8,African Nations Cup qualifier,Namibia,Zambia,"1,365","1,446",1,1,in Namibia,0
"2,018",September 8,European Nations League B,Northern Ireland,Bosnia and Herzegovina,"1,676","1,744",1,2,in Northern Ireland,0
"2,018",September 8,South Asian Championship,Pakistan,Bhutan,942,563,3,0,in Bangladesh,1
"2,018",September 8,African Nations Cup qualifier,Seychelles,Nigeria,964,"1,703",0,3,in the Seychelles,0
"2,018",September 8,African Nations Cup qualifier,South Africa,Libya,"1,568","1,475",0,0,in South Africa,0
"2,018",September 8,CONCACAF Nations League qualifier,Saint Vincent and the Grenadines,Nicaragua,"1,101","1,277",0,2,in Saint Vincent and the Grenadines,0
"2,018",September 8,European Nations League A,Switzerland,Iceland,"1,879","1,709",6,0,in Switzerland,0
"2,018",September 8,African Nations Cup qualifier,Uganda,Tanzania,"1,419","1,319",0,0,in Uganda,0
"2,018",September 9,African Nations Cup qualifier,Angola,Botswana,"1,256","1,340",1,0,in Angola,0
"2,018",September 9,CONCACAF Nations League qualifier,Bermuda,Aruba,"1,192",916,1,3,in Curaçao,1
"2,018",September 9,European Nations League C,Bulgaria,Norway,"1,640","1,647",1,0,in Bulgaria,0
"2,018",September 9,CONCACAF Nations League qualifier,Canada,US Virgin Islands,"1,534",722,8,0,in the United States,1
"2,018",September 9,African Nations Cup qualifier,Congo,Zimbabwe,"1,393","1,469",1,1,in Congo,0
"2,018",September 9,European Nations League C,Cyprus,Slovenia,"1,395","1,600",2,1,in Cyprus,0
"2,018",September 9,European Nations League B,Denmark,Wales,"1,875","1,798",2,0,in Denmark,0
"2,018",September 9,CONCACAF Nations League qualifier,Dominican Republic,Bonaire,"1,257",991,5,0,in Curaçao,1
"2,018",September 9,African Nations Cup qualifier,Eswatini,Tunisia,"1,250","1,661",0,2,in Eswatini,0
"2,018",September 9,African Nations Cup qualifier,Ethiopia,Sierra Leone,"1,275","1,379",1,0,in Ethiopia,0
"2,018",September 9,European Nations League A,France,Netherlands,"2,123","1,914",2,1,in France,0
"2,018",September 9,European Nations League D,Georgia,Latvia,"1,523","1,332",1,0,in Georgia,0
"2,018",September 9,Friendly,Germany,Peru,"1,968","1,884",2,1,in Germany,0
"2,018",September 9,African Nations Cup qualifier,Guinea,Central African Republic,"1,454","1,337",1,0,in Guinea,0
"2,018",September 9,South Asian Championship,India,Maldives,"1,219",930,2,0,in Bangladesh,1
"2,018",September 9,CONCACAF Nations League qualifier,Jamaica,Cayman Islands,"1,562",949,4,0,in Jamaica,0
"2,018",September 9,Friendly,Oman,Lebanon,"1,537","1,466",0,0,in Jordan,1
"2,018",September 9,African Nations Cup qualifier,Lesotho,Cape Verde,"1,329","1,436",1,1,in Lesotho,0
"2,018",September 9,African Nations Cup qualifier,Liberia,Democratic Republic of Congo,"1,308","1,589",1,1,in Liberia,0
"2,018",September 9,European Nations League D,Liechtenstein,Gibraltar,"1,140","1,086",2,0,in Liechtenstein,0
"2,018",September 9,European Nations League D,Macedonia,Armenia,"1,525","1,457",2,0,in Macedonia,0
"2,018",September 9,African Nations Cup qualifier,Madagascar,Senegal,"1,339","1,763",2,2,in Madagascar,0
"2,018",September 9,African Nations Cup qualifier,Rwanda,Ivory Coast,"1,283","1,600",1,2,in Rwanda,0
"2,018",September 9,African Nations Cup qualifier,South Sudan,Mali,"1,057","1,520",0,3,in South Sudan,0
"2,018",September 9,CONCACAF Nations League qualifier,Saint Kitts and Nevis,Puerto Rico,"1,241","1,028",1,0,in Saint Kitts and Nevis,0
"2,018",September 9,African Nations Cup qualifier,Togo,Benin,"1,389","1,415",0,0,in Togo,0
"2,018",September 9,European Nations League B,Ukraine,Slovakia,"1,775","1,772",1,0,in Ukraine,0
"2,018",September 10,European Nations League D,Andorra,Kazakhstan,"1,059","1,341",1,1,in Andorra,0
"2,018",September 10,Friendly,Bahrain,China,"1,408","1,527",0,0,in Bahrain,0
"2,018",September 10,Friendly,Cambodia,Malaysia,818,"1,051",1,3,in Cambodia,0
"2,018",September 10,CONCACAF Nations League qualifier,Curaçao,Grenada,"1,293","1,097",10,0,in Curaçao,0
"2,018",September 10,CONCACAF Nations League qualifier,Haiti,Sint Maarten,"1,492",843,13,0,in Haiti,0
"2,018",September 10,European Nations League D,Kosovo,Faroe Islands,"1,434","1,308",2,0,in Kosovo,0
"2,018",September 10,Friendly,Kuwait,Iraq,"1,420","1,565",2,2,in Kuwait,0
"2,018",September 10,Friendly,Kyrgyzstan,Syria,"1,238","1,610",2,1,in Kyrgyzstan,0
"2,018",September 10,European Nations League D,Malta,Azerbaijan,"1,190","1,399",1,1,in Malta,0
"2,018",September 10,European Nations League C,Montenegro,Lithuania,"1,609","1,384",2,0,in Montenegro,0
"2,018",September 10,European Nations League A,Portugal,Italy,"1,936","1,880",1,0,in Portugal,0
"2,018",September 10,Friendly,Russia,Czechia,"1,747","1,689",5,1,in Russia,0
"2,018",September 10,Friendly,Saudi Arabia,Bolivia,"1,583","1,661",2,2,in Saudi Arabia,0
"2,018",September 10,European Nations League C,Scotland,Albania,"1,703","1,573",2,0,in Scotland,0
"2,018",September 10,European Nations League C,Serbia,Romania,"1,780","1,715",2,2,in Serbia,0
"2,018",September 10,European Nations League B,Sweden,Turkey,"1,849","1,702",2,3,in Sweden,0
"2,018",September 11,Friendly,Colombia,Argentina,"1,944","1,900",0,0,in the United States,1
"2,018",September 11,European Nations League B,Bosnia and Herzegovina,Austria,"1,766","1,757",1,0,in Bosnia and Herzegovina,0
"2,018",September 11,Friendly,Brazil,El Salvador,"2,119","1,472",5,0,in the United States,1
"2,018",September 11,Friendly,Ecuador,Guatemala,"1,755","1,514",2,0,in the United States,1
"2,018",September 11,Friendly,England,Switzerland,"1,893","1,894",1,0,in England,0
"2,018",September 11,European Nations League C,Finland,Estonia,"1,618","1,471",1,0,in Finland,0
"2,018",September 11,Friendly,Gabon,Zambia,"1,428","1,447",0,1,in Gabon,0
"2,018",September 11,CONCACAF Nations League qualifier,Guadeloupe,Saint Martin,"1,234",855,3,0,in Anguilla,1
"2,018",September 11,European Nations League C,Hungary,Greece,"1,563","1,662",2,1,in Hungary,0
"2,018",September 11,European Nations League A,Iceland,Belgium,"1,694","2,065",0,3,in Iceland,0
"2,018",September 11,Friendly,Indonesia,Mauritius,"1,232","1,076",1,0,in Indonesia,0
"2,018",September 11,Friendly,Japan,Costa Rica,"1,699","1,715",3,0,in Japan,0
"2,018",September 11,Friendly,Jordan,Oman,"1,462","1,535",0,0,in Jordan,0
"2,018",September 11,Friendly,Kenya,Malawi,"1,362","1,275",1,0,in Kenya,0
"2,018",September 11,Friendly,Liberia,Nigeria,"1,318","1,705",1,2,in Liberia,0
"2,018",September 11,European Nations League D,Moldova,Belarus,"1,303","1,522",0,0,in Moldova,0
"2,018",September 11,Friendly,Northern Ireland,Israel,"1,654","1,513",3,0,in Northern Ireland,0
"2,018",September 11,Friendly,Panama,Venezuela,"1,595","1,733",0,2,in Panama,0
"2,018",September 11,Friendly,Poland,Ireland,"1,794","1,707",1,1,in Poland,0
"2,018",September 11,Friendly,Qatar,Palestine,"1,500","1,372",3,0,in Qatar,0
"2,018",September 11,European Nations League D,San Marino,Luxembourg,852,"1,369",0,3,in San Marino,0
"2,018",September 11,Friendly,Singapore,Fiji,"1,041","1,228",2,0,in Singapore,0
"2,018",September 11,Friendly,South Korea,Chile,"1,766","1,869",0,0,in South Korea,0
"2,018",September 11,European Nations League A,Spain,Croatia,"2,030","1,946",6,0,in Spain,0
"2,018",September 11,Friendly,United Arab Emirates,Laos,"1,503",769,3,0,in Spain,1
"2,018",September 11,Friendly,United States,Mexico,"1,757","1,817",1,0,in the United States,0
"2,018",September 11,Friendly,Uzbekistan,Iran,"1,597","1,817",0,1,in Uzbekistan,0
